220, 0, 0, pitch_jnd_220_0_0.wav, -1
220, 0, 1, pitch_jnd_220_0_1.wav, 1
220, 1, 0, pitch_jnd_220_1_0.wav, -1
220, 1, 1, pitch_jnd_220_1_1.wav, -1
220, 2, 0, pitch_jnd_220_2_0.wav, 1
220, 2, 1, pitch_jnd_220_2_1.wav, -1
220, 3, 0, pitch_jnd_220_3_0.wav, 1
220, 3, 1, pitch_jnd_220_3_1.wav, -1
220, 4, 0, pitch_jnd_220_4_0.wav, 1
220, 4, 1, pitch_jnd_220_4_1.wav, -1
220, 5, 0, pitch_jnd_220_5_0.wav, 1
220, 5, 1, pitch_jnd_220_5_1.wav, 1
220, 6, 0, pitch_jnd_220_6_0.wav, 1
220, 6, 1, pitch_jnd_220_6_1.wav, -1
220, 7, 0, pitch_jnd_220_7_0.wav, -1
220, 7, 1, pitch_jnd_220_7_1.wav, 1
440, 0, 0, pitch_jnd_440_0_0.wav, 1
440, 0, 1, pitch_jnd_440_0_1.wav, 1
440, 1, 0, pitch_jnd_440_1_0.wav, -1
440, 1, 1, pitch_jnd_440_1_1.wav, -1
440, 2, 0, pitch_jnd_440_2_0.wav, 1
440, 2, 1, pitch_jnd_440_2_1.wav, 1
440, 3, 0, pitch_jnd_440_3_0.wav, -1
440, 3, 1, pitch_jnd_440_3_1.wav, -1
440, 4, 0, pitch_jnd_440_4_0.wav, 1
440, 4, 1, pitch_jnd_440_4_1.wav, 1
440, 5, 0, pitch_jnd_440_5_0.wav, -1
440, 5, 1, pitch_jnd_440_5_1.wav, 1
440, 6, 0, pitch_jnd_440_6_0.wav, 1
440, 6, 1, pitch_jnd_440_6_1.wav, -1
440, 7, 0, pitch_jnd_440_7_0.wav, -1
440, 7, 1, pitch_jnd_440_7_1.wav, -1
880, 0, 0, pitch_jnd_880_0_0.wav, -1
880, 0, 1, pitch_jnd_880_0_1.wav, 1
880, 1, 0, pitch_jnd_880_1_0.wav, 1
880, 1, 1, pitch_jnd_880_1_1.wav, -1
880, 2, 0, pitch_jnd_880_2_0.wav, 1
880, 2, 1, pitch_jnd_880_2_1.wav, -1
880, 3, 0, pitch_jnd_880_3_0.wav, -1
880, 3, 1, pitch_jnd_880_3_1.wav, 1
880, 4, 0, pitch_jnd_880_4_0.wav, -1
880, 4, 1, pitch_jnd_880_4_1.wav, 1
880, 5, 0, pitch_jnd_880_5_0.wav, 1
880, 5, 1, pitch_jnd_880_5_1.wav, 1
880, 6, 0, pitch_jnd_880_6_0.wav, 1
880, 6, 1, pitch_jnd_880_6_1.wav, -1
880, 7, 0, pitch_jnd_880_7_0.wav, 1
880, 7, 1, pitch_jnd_880_7_1.wav, 1
2760, 0, 0, pitch_jnd_2760_0_0.wav, -1
2760, 0, 1, pitch_jnd_2760_0_1.wav, 1
2760, 1, 0, pitch_jnd_2760_1_0.wav, -1
2760, 1, 1, pitch_jnd_2760_1_1.wav, 1
2760, 2, 0, pitch_jnd_2760_2_0.wav, 1
2760, 2, 1, pitch_jnd_2760_2_1.wav, -1
2760, 3, 0, pitch_jnd_2760_3_0.wav, 1
2760, 3, 1, pitch_jnd_2760_3_1.wav, -1
2760, 4, 0, pitch_jnd_2760_4_0.wav, -1
2760, 4, 1, pitch_jnd_2760_4_1.wav, 1
2760, 5, 0, pitch_jnd_2760_5_0.wav, 1
2760, 5, 1, pitch_jnd_2760_5_1.wav, -1
2760, 6, 0, pitch_jnd_2760_6_0.wav, -1
2760, 6, 1, pitch_jnd_2760_6_1.wav, 1
2760, 7, 0, pitch_jnd_2760_7_0.wav, 1
2760, 7, 1, pitch_jnd_2760_7_1.wav, 1
